epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
86,9577.35,1.12096,0.57387,0.00331,0.84488,0.77803,0.82387,0.5537,1.27382,0.78343,0.00461,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084
87,9690.98,1.11396,0.56492,0.00328,0.8259,0.77691,0.81965,0.5521,1.26771,0.8007,0.00459,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966
88,9804.71,1.09532,0.56303,0.0032,0.81635,0.7973,0.8223,0.55434,1.26766,0.80803,0.00458,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
89,9918,1.0759,0.54368,0.00318,0.85852,0.77294,0.83245,0.56608,1.26001,0.7909,0.00456,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885
90,10031,1.07964,0.55159,0.00321,0.8743,0.75859,0.83217,0.56366,1.25956,0.78139,0.00456,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929
91,10144.8,1.08811,0.56133,0.0033,0.85408,0.76113,0.82514,0.56092,1.26075,0.79987,0.00457,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
92,10257.5,1.08179,0.55213,0.00312,0.83922,0.79417,0.82925,0.5623,1.25438,0.79253,0.00452,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211
93,10370.3,1.0611,0.53658,0.00311,0.83651,0.79302,0.82468,0.55432,1.26184,0.79139,0.00455,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457
94,10482.3,1.06424,0.53752,0.00312,0.84649,0.7739,0.82727,0.55922,1.26003,0.7822,0.00455,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
95,10595.6,1.04929,0.53599,0.00303,0.84735,0.7806,0.83449,0.56438,1.26082,0.78867,0.00456,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318
96,10708.1,1.05234,0.53626,0.00314,0.8432,0.76026,0.82478,0.55913,1.25824,0.79454,0.00454,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665
97,10821,1.04261,0.53132,0.00306,0.84768,0.76169,0.82002,0.5602,1.25441,0.78447,0.00453,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
98,10934.2,1.04523,0.53372,0.00312,0.85807,0.76758,0.82845,0.55756,1.25208,0.78867,0.0045,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906
99,11047.9,1.03182,0.51533,0.00298,0.81388,0.7938,0.82618,0.56354,1.25196,0.79349,0.00451,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668
100,11161.1,1.02294,0.51751,0.00303,0.83157,0.77044,0.82544,0.56219,1.25096,0.78696,0.00451,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
101,11272.9,1.03016,0.5157,0.00295,0.84201,0.75889,0.82438,0.56074,1.25304,0.78877,0.00452,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
102,11383.1,1.00905,0.50751,0.00297,0.84876,0.78045,0.8323,0.56277,1.25682,0.78947,0.00454,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577
103,11493.6,1.0145,0.50242,0.0029,0.86036,0.77035,0.8291,0.56004,1.25136,0.80556,0.00452,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
104,11604.5,1.00742,0.50063,0.00294,0.86014,0.76646,0.82839,0.56076,1.24426,0.80557,0.00449,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071
105,11720,0.9909,0.49069,0.00298,0.81775,0.78879,0.83045,0.57038,1.24616,0.79837,0.0045,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497
106,11833.7,1.00816,0.49295,0.00291,0.84653,0.79655,0.83708,0.56899,1.24651,0.80233,0.00451,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
107,11944.8,0.99331,0.49012,0.00286,0.84713,0.7958,0.83834,0.5687,1.24487,0.80701,0.00449,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723
108,12056.4,0.9732,0.49064,0.00282,0.86868,0.77827,0.83823,0.56887,1.24457,0.80734,0.0045,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532
109,12167,1.00041,0.49626,0.00277,0.83328,0.79019,0.82846,0.56141,1.24425,0.80822,0.0045,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
